Source,Destination,Mode,DepartureTime,ArrivalTime,Cost
A45946,92B534,Bus,09:50,11:15,840
A45946,611CDC,Bus,19:50,21:25,590
A45946,1D95A4,Bus,08:30,09:00,280
A45946,9DA3D4,Bus,19:45,21:20,630
A45946,167978,Bus,17:30,18:50,860
A45946,FBFA01,Bus,10:55,11:15,850
A45946,1EC537,Bus,04:20,08:15,120
A45946,2E740C,Bus,14:20,15:55,260
A45946,D23504,Bus,16:00,19:35,670
A45946,80979C,Bus,00:00,03:10,140
A45946,070834,Bus,15:20,17:05,560
A45946,3AEFBC,Bus,19:40,23:25,540
A45946,714BCA,Bus,20:30,23:25,230
A45946,B0F915,Bus,05:40,08:25,510
A45946,0C45DE,Bus,05:30,07:25,530
A45946,4538EE,Bus,14:50,18:40,870
A45946,AE9247,Bus,13:50,14:55,470
A45946,7582D4,Bus,15:25,16:25,440
A45946,D3D3F3,Bus,18:50,19:55,830
A45946,069782,Bus,21:10,00:30,290
A45946,5DEA29,Bus,04:35,08:05,500
A45946,D0464E,Bus,11:30,15:30,480
A45946,5E369E,Bus,10:45,12:30,410
A45946,3F74F0,Bus,18:10,22:00,610
A45946,2519AB,Bus,14:20,15:25,650
A45946,5580D2,Bus,22:40,02:05,930
A45946,6E4320,Bus,22:50,02:00,170
A45946,8205FC,Bus,10:55,12:45,260
A45946,AB0902,Bus,19:50,22:35,300
A45946,7B4D7D,Bus,12:55,13:50,590
A45946,78151E,Bus,09:40,11:40,980
A45946,51D34A,Bus,23:55,03:55,130
A45946,CBDE01,Bus,04:25,05:05,430
A45946,D6027D,Bus,06:30,08:40,860
A45946,FD34B0,Bus,14:50,16:00,470
A45946,1C520D,Bus,11:20,14:05,390
A45946,93DADF,Bus,15:45,19:30,800
A45946,CC4BC2,Bus,16:15,17:35,300
A45946,2D84BC,Bus,00:50,04:35,370
A45946,3C591A,Bus,06:10,08:00,250
A45946,074554,Bus,08:20,11:15,990
A45946,18636A,Bus,15:00,15:55,820
A45946,673BB3,Bus,08:00,11:30,200
A45946,CE33FB,Bus,14:30,16:10,50
A45946,CD8A0F,Bus,08:40,11:25,900
A45946,53B7E0,Bus,09:50,13:15,470
A45946,95AE76,Bus,02:10,05:35,170
A45946,25E677,Bus,11:40,12:35,690
A45946,180AD5,Bus,12:20,15:30,940
A45946,09886B,Bus,16:50,20:15,440
A45946,DB404E,Bus,00:35,01:10,500
A45946,E0B37A,Bus,20:00,20:20,720
A45946,3293B2,Bus,11:20,13:50,420
A45946,5D990F,Bus,03:00,04:40,230
A45946,257E4A,Bus,23:10,00:30,770
A45946,1FF016,Bus,18:40,19:50,600
A45946,55EA55,Bus,09:05,12:35,590
A45946,A11A34,Bus,02:15,02:35,540
A45946,19233D,Bus,19:50,21:25,660
A45946,8EA2DF,Bus,18:40,20:40,800
A45946,2932EF,Bus,02:50,03:45,210
A45946,CB9BE6,Bus,03:10,05:45,540
A45946,64EDE4,Bus,03:50,06:00,430
A45946,657ECE,Bus,21:00,23:55,690
A45946,9C5BB5,Bus,05:20,07:40,440
A45946,480873,Bus,19:00,22:35,480
A45946,72EF82,Bus,18:35,19:55,230
A45946,217097,Bus,01:05,04:40,550
A45946,E9A2F6,Bus,12:25,16:15,650
A45946,D51D87,Bus,16:15,17:20,110
92B534,611CDC,Bus,06:35,07:15,480
92B534,130859,Bus,15:45,19:25,350
92B534,7D16FE,Bus,12:20,15:55,230
92B534,1D95A4,Bus,16:20,20:15,910
92B534,167978,Bus,22:15,00:20,490
92B534,FBFA01,Bus,14:00,16:25,530
92B534,D92C57,Bus,10:05,11:40,680
92B534,070834,Bus,00:55,03:55,850
92B534,714BCA,Bus,11:35,14:00,380
92B534,D8DB71,Bus,06:10,08:20,130
92B534,4538EE,Bus,05:20,06:05,400
92B534,3AC43F,Bus,05:10,05:45,680
92B534,AE9247,Bus,12:30,13:05,220
92B534,2C9290,Bus,15:10,15:55,470
92B534,DA518F,Bus,02:00,06:05,490
92B534,5DEA29,Bus,09:20,10:50,760
92B534,D0464E,Bus,12:30,12:50,510
92B534,5E369E,Bus,00:10,00:40,70
92B534,3F74F0,Bus,17:15,18:00,950
92B534,5580D2,Bus,10:55,14:50,260
92B534,6E4320,Bus,00:55,04:30,490
92B534,8205FC,Bus,04:45,05:35,640
92B534,353F87,Bus,15:00,15:50,700
92B534,AB0902,Bus,00:25,01:05,390
92B534,7B4D7D,Bus,10:50,13:35,530
92B534,FDEEA5,Bus,22:20,22:40,350
92B534,6FC77B,Bus,18:45,22:30,120
92B534,78151E,Bus,16:40,18:25,160
92B534,CBDE01,Bus,11:50,14:45,90
92B534,4495F0,Bus,03:20,05:35,700
92B534,D6027D,Bus,20:35,22:30,790
92B534,FD34B0,Bus,06:35,09:35,610
92B534,93DADF,Bus,22:10,22:50,50
92B534,476983,Bus,21:15,22:15,300
92B534,78641A,Bus,09:15,11:05,890
92B534,2D84BC,Bus,23:50,02:30,560
92B534,3C591A,Bus,13:40,15:05,840
92B534,CD8A0F,Bus,03:05,04:10,590
92B534,53B7E0,Bus,19:35,21:15,170
92B534,95AE76,Bus,04:25,08:10,60
92B534,25E677,Bus,17:40,19:10,570
92B534,180AD5,Bus,19:45,22:50,890
92B534,09886B,Bus,23:35,02:30,530
92B534,DB404E,Bus,17:20,21:20,140
92B534,5D990F,Bus,03:05,07:00,450
92B534,257E4A,Bus,11:30,14:40,790
92B534,F4E9DA,Bus,03:55,06:20,230
92B534,1FF016,Bus,01:30,01:50,280
92B534,0418F6,Bus,09:55,12:40,400
92B534,55EA55,Bus,16:50,20:30,440
92B534,8A570C,Bus,23:40,02:45,530
92B534,19233D,Bus,18:10,20:20,190
92B534,4F44BA,Bus,20:10,00:00,660
92B534,898C46,Bus,02:25,06:30,280
