Source,Destination,Mode,DepartureTime,ArrivalTime,Cost
C16488,CF3C84,Bus,13:30,15:25,830
C16488,9A9688,Bus,21:55,00:30,40
C16488,310420,Bus,02:50,06:45,820
C16488,C772C7,Bus,15:15,17:05,690
C16488,BCE8FE,Bus,19:30,20:05,710
C16488,5BC116,Bus,07:20,08:20,750
C16488,D301B0,Bus,21:50,00:35,490
C16488,21F257,Bus,14:15,17:30,560
C16488,12CC56,Bus,05:55,06:25,160
C16488,3BFAB3,Bus,01:45,02:40,310
C16488,969B8F,Bus,13:30,14:00,400
C16488,DB11A1,Bus,13:25,16:45,60
C16488,1B4A36,Bus,12:30,16:00,470
C16488,A318F7,Bus,19:50,23:25,250
C16488,83C0D2,Bus,01:20,03:15,50
C16488,853715,Bus,04:50,07:10,920
C16488,5309FB,Bus,05:20,06:40,870
C16488,ACF3D2,Bus,11:35,15:35,640
C16488,BAD29E,Bus,21:30,23:25,980
C16488,795BAC,Bus,02:45,06:40,730
C16488,35B6C4,Bus,12:40,16:40,920
C16488,1DC7F0,Bus,19:20,19:40,160
C16488,D596B0,Bus,18:15,20:30,290
C16488,127B09,Bus,17:05,18:20,680
C16488,14A649,Bus,11:20,14:00,670
C16488,A4DC58,Bus,11:55,13:35,240
C16488,5410B8,Bus,21:25,22:30,700
C16488,FB93C5,Bus,16:00,18:25,870
C16488,CB90FB,Bus,20:15,20:35,510
C16488,B8EAC2,Bus,00:55,02:10,830
C16488,CE69C2,Bus,19:20,20:55,690
C16488,3ACF3F,Bus,02:35,04:20,400
C16488,90556B,Bus,08:00,09:20,850
C16488,07EC01,Bus,15:20,16:15,450
CF3C84,C16488,Bus,10:25,12:25,90
CF3C84,C772C7,Bus,10:35,11:05,730
CF3C84,BCE8FE,Bus,06:05,08:20,90
CF3C84,D301B0,Bus,18:30,19:30,690
CF3C84,12CC56,Bus,11:20,14:35,150
CF3C84,DB11A1,Bus,21:30,22:55,710
CF3C84,A318F7,Bus,22:15,22:55,360
CF3C84,83C0D2,Bus,19:35,22:25,710
CF3C84,853715,Bus,23:10,23:40,370
CF3C84,ACF3D2,Bus,04:15,06:00,740
CF3C84,BAD29E,Bus,22:00,00:10,660
CF3C84,5D6070,Bus,12:50,16:10,150
CF3C84,795BAC,Bus,22:25,22:45,480
CF3C84,35B6C4,Bus,14:55,15:30,700
CF3C84,D596B0,Bus,00:00,02:00,400
CF3C84,14A649,Bus,05:05,08:55,910
CF3C84,A4DC58,Bus,10:50,14:00,650
CF3C84,5410B8,Bus,18:50,22:00,90
CF3C84,FB93C5,Bus,20:05,21:55,250
CF3C84,CB90FB,Bus,15:50,16:25,230
CF3C84,B8EAC2,Bus,22:50,02:55,370
CF3C84,CE69C2,Bus,03:15,07:20,360
CF3C84,3ACF3F,Bus,17:30,19:30,450
CF3C84,2117B3,Bus,07:35,07:55,680
CF3C84,90556B,Bus,18:25,21:35,150
CF3C84,D91B6D,Bus,22:30,02:15,250
CF3C84,07EC01,Bus,03:05,04:25,50
9A9688,CF3C84,Bus,03:10,06:25,670
9A9688,4A265D,Bus,02:30,05:15,830
9A9688,C772C7,Bus,01:15,02:25,770
9A9688,C8DBE6,Bus,00:50,04:55,110
9A9688,D301B0,Bus,13:30,17:30,370
9A9688,12CC56,Bus,16:45,17:10,850
9A9688,3BFAB3,Bus,21:30,00:05,510
9A9688,969B8F,Bus,11:15,12:50,390
9A9688,1B4A36,Bus,18:50,21:55,360
9A9688,A318F7,Bus,04:25,08:25,420
9A9688,ACF3D2,Bus,06:15,09:45,390
9A9688,5D6070,Bus,15:55,18:05,470
9A9688,795BAC,Bus,13:55,14:15,910
9A9688,35B6C4,Bus,22:20,01:25,870
9A9688,D596B0,Bus,05:10,05:35,560
9A9688,127B09,Bus,02:55,03:55,620
9A9688,5410B8,Bus,10:15,13:55,540
9A9688,FB93C5,Bus,07:30,08:20,560
9A9688,CE69C2,Bus,22:05,22:35,90
9A9688,3ACF3F,Bus,19:30,22:10,540
9A9688,D91B6D,Bus,16:10,18:50,600
9A9688,07EC01,Bus,05:30,09:10,190
4A265D,C16488,Bus,22:45,00:00,40
4A265D,CF3C84,Bus,09:20,11:10,650
4A265D,9A9688,Bus,14:05,14:50,290
4A265D,C772C7,Bus,02:20,02:50,930
4A265D,BCE8FE,Bus,20:30,22:25,280
4A265D,5BC116,Bus,05:00,08:15,840
4A265D,D301B0,Bus,11:20,12:50,220
4A265D,21F257,Bus,09:45,11:50,550
4A265D,12CC56,Bus,05:55,08:45,890
4A265D,969B8F,Bus,05:20,08:55,290
4A265D,DB11A1,Bus,15:10,18:20,440
4A265D,A318F7,Bus,08:05,09:00,270
4A265D,83C0D2,Bus,10:05,10:35,300
4A265D,853715,Bus,12:10,12:35,820
4A265D,5309FB,Bus,09:05,09:35,90
4A265D,BAD29E,Bus,01:45,04:00,960
4A265D,5D6070,Bus,08:45,10:30,790
4A265D,795BAC,Bus,12:00,13:00,220
4A265D,1DC7F0,Bus,18:50,22:50,230
4A265D,D596B0,Bus,17:55,21:45,620
4A265D,127B09,Bus,04:10,05:40,130
4A265D,14A649,Bus,00:40,03:15,290
