Source,Destination,Mode,DepartureTime,ArrivalTime,Cost
2A4593,E696ED,Bus,10:45,12:20,990
2A4593,CAEF66,Bus,05:25,07:55,790
2A4593,C84090,Bus,16:35,17:45,970
2A4593,E47BC1,Bus,02:55,07:00,890
2A4593,3405F8,Bus,00:15,03:20,760
2A4593,587721,Bus,05:35,08:15,770
2A4593,986F78,Bus,23:40,00:45,870
2A4593,CACE5F,Bus,15:35,18:20,60
2A4593,A2E393,Bus,10:30,13:45,660
2A4593,C44F97,Bus,03:00,06:55,680
2A4593,D74FF4,Bus,04:55,05:30,40
2A4593,4D9A9D,Bus,00:55,01:20,900
7B1858,2A4593,Bus,03:35,04:15,930
7B1858,E696ED,Bus,19:55,00:00,260
7B1858,6ABE48,Bus,12:15,13:15,240
7B1858,3405F8,Bus,08:40,12:20,860
7B1858,12CDB8,Bus,00:50,03:15,270
7B1858,BE6685,Bus,19:05,22:45,120
7B1858,8CFCAE,Bus,05:50,07:20,710
7B1858,587721,Bus,18:00,22:00,410
7B1858,C44F97,Bus,23:10,02:05,990
7B1858,D74FF4,Bus,16:05,18:15,230
B2A921,E47BC1,Bus,13:20,14:30,730
B2A921,3405F8,Bus,19:30,20:20,330
B2A921,BE6685,Bus,12:20,12:50,960
B2A921,8CFCAE,Bus,01:55,05:50,430
B2A921,587721,Bus,02:15,03:05,130
B2A921,986F78,Bus,04:20,07:35,890
B2A921,CACE5F,Bus,22:40,00:20,160
B2A921,A2E393,Bus,11:15,15:10,170
B2A921,C44F97,Bus,14:35,16:50,820
B2A921,D74FF4,Bus,16:00,19:30,90
E696ED,2A4593,Bus,03:50,05:35,810
E696ED,7B1858,Bus,09:50,11:00,430
E696ED,B2A921,Bus,07:45,09:15,60
E696ED,CAEF66,Bus,22:15,23:10,450
E696ED,6ABE48,Bus,05:35,07:20,220
E696ED,C84090,Bus,13:45,16:20,690
E696ED,E47BC1,Bus,00:35,03:55,320
E696ED,3405F8,Bus,03:00,05:00,570
E696ED,12CDB8,Bus,19:05,21:25,650
E696ED,BE6685,Bus,00:00,00:20,250
E696ED,70FDC8,Bus,15:45,19:10,150
E696ED,587721,Bus,16:55,20:40,160
E696ED,986F78,Bus,13:50,17:50,520
E696ED,CACE5F,Bus,16:30,18:45,380
E696ED,A2E393,Bus,05:55,08:40,770
E696ED,D74FF4,Bus,04:35,07:25,330
CAEF66,2A4593,Bus,15:15,18:25,910
CAEF66,7B1858,Bus,04:55,06:55,90
CAEF66,B2A921,Bus,15:50,19:05,430
CAEF66,E696ED,Bus,01:45,05:15,740
CAEF66,6ABE48,Bus,18:35,19:50,220
CAEF66,3405F8,Bus,07:50,08:10,330
CAEF66,986F78,Bus,11:35,15:25,780
CAEF66,CACE5F,Bus,05:05,06:05,670
CAEF66,A2E393,Bus,20:15,23:10,540
CAEF66,4D9A9D,Bus,18:55,21:15,450
6ABE48,2A4593,Bus,08:00,09:50,830
6ABE48,7B1858,Bus,17:40,19:25,260
6ABE48,B2A921,Bus,19:15,21:15,950
6ABE48,E696ED,Bus,20:30,21:45,200
6ABE48,BE6685,Bus,02:55,03:35,120
6ABE48,70FDC8,Bus,17:20,19:40,220
6ABE48,587721,Bus,06:50,10:55,440
6ABE48,986F78,Bus,04:50,06:15,840
6ABE48,C44F97,Bus,03:30,07:15,420
6ABE48,D74FF4,Bus,15:55,18:00,920
C84090,2A4593,Bus,19:25,21:25,400
C84090,7B1858,Bus,13:50,14:15,780
C84090,CAEF66,Bus,10:55,14:10,960
C84090,6ABE48,Bus,17:00,19:45,190
C84090,3405F8,Bus,15:15,19:10,770
C84090,12CDB8,Bus,12:00,12:20,910
C84090,70FDC8,Bus,18:55,22:15,700
C84090,8CFCAE,Bus,20:05,21:05,990
C84090,986F78,Bus,10:05,12:40,650
C84090,CACE5F,Bus,10:30,10:55,900
C84090,D74FF4,Bus,10:45,11:10,520
C84090,4D9A9D,Bus,19:05,19:45,440
E47BC1,2A4593,Bus,17:55,20:30,820
E47BC1,7B1858,Bus,12:40,14:00,620
E47BC1,E696ED,Bus,09:10,12:20,510
E47BC1,CAEF66,Bus,16:40,18:00,570
E47BC1,6ABE48,Bus,22:05,00:05,750
E47BC1,C84090,Bus,06:05,10:05,590
E47BC1,3405F8,Bus,15:10,16:15,520
E47BC1,70FDC8,Bus,19:00,22:15,120
E47BC1,8CFCAE,Bus,11:20,15:00,480
E47BC1,587721,Bus,22:00,00:25,900
E47BC1,986F78,Bus,01:40,02:05,470
E47BC1,CACE5F,Bus,00:50,04:45,530
E47BC1,A2E393,Bus,08:30,12:15,680
E47BC1,C44F97,Bus,21:55,00:30,520
E47BC1,D74FF4,Bus,22:10,23:00,780
3405F8,2A4593,Bus,06:20,10:20,140
3405F8,7B1858,Bus,06:05,09:05,690
3405F8,B2A921,Bus,00:20,01:05,70
3405F8,E696ED,Bus,13:35,16:55,190
3405F8,CAEF66,Bus,07:00,11:05,520
3405F8,6ABE48,Bus,18:00,19:00,470
3405F8,E47BC1,Bus,14:25,18:05,540
3405F8,12CDB8,Bus,07:25,09:50,360
3405F8,70FDC8,Bus,11:50,12:45,420
3405F8,587721,Bus,21:05,00:35,820
3405F8,CACE5F,Bus,21:50,01:25,270
3405F8,A2E393,Bus,20:30,22:55,70
3405F8,C44F97,Bus,08:40,12:00,120
3405F8,4D9A9D,Bus,10:10,11:05,60
12CDB8,7B1858,Bus,23:10,00:45,800
12CDB8,E696ED,Bus,22:10,22:35,760
12CDB8,6ABE48,Bus,19:00,22:30,870
12CDB8,3405F8,Bus,10:30,13:45,350
12CDB8,BE6685,Bus,08:05,09:50,220
12CDB8,70FDC8,Bus,07:30,09:30,740
12CDB8,587721,Bus,00:20,01:55,500
12CDB8,CACE5F,Bus,20:45,00:25,470
12CDB8,A2E393,Bus,21:40,23:15,460
12CDB8,C44F97,Bus,17:35,19:15,670
BE6685,2A4593,Bus,10:30,14:25,620
BE6685,7B1858,Bus,06:15,10:00,770
BE6685,B2A921,Bus,03:35,06:45,140
BE6685,E696ED,Bus,10:15,11:25,970
BE6685,CAEF66,Bus,13:45,17:05,210
BE6685,C84090,Bus,12:25,13:55,670
BE6685,3405F8,Bus,08:20,10:00,550
BE6685,8CFCAE,Bus,14:10,15:40,800
BE6685,587721,Bus,00:20,01:30,660
BE6685,CACE5F,Bus,16:30,20:35,600
BE6685,A2E393,Bus,22:35,00:15,920
BE6685,D74FF4,Bus,22:10,23:55,860
BE6685,4D9A9D,Bus,12:50,16:40,610
70FDC8,7B1858,Bus,22:45,02:30,400
70FDC8,E696ED,Bus,08:55,12:40,130
70FDC8,CAEF66,Bus,20:55,00:15,70
70FDC8,6ABE48,Bus,13:15,15:55,70
70FDC8,C84090,Bus,11:35,14:35,770
70FDC8,E47BC1,Bus,23:55,02:05,510
70FDC8,3405F8,Bus,07:50,11:20,420
70FDC8,12CDB8,Bus,16:50,17:30,320
70FDC8,BE6685,Bus,23:45,00:50,850
70FDC8,8CFCAE,Bus,21:25,23:10,890
70FDC8,587721,Bus,15:10,18:30,690
70FDC8,986F78,Bus,10:25,12:15,520
70FDC8,A2E393,Bus,10:30,13:55,400
70FDC8,D74FF4,Bus,11:45,13:05,530
8CFCAE,2A4593,Bus,01:55,02:35,440
8CFCAE,B2A921,Bus,12:10,13:15,680
8CFCAE,CAEF66,Bus,01:50,05:45,310
8CFCAE,6ABE48,Bus,10:40,11:45,680
8CFCAE,C84090,Bus,20:40,23:50,860
8CFCAE,3405F8,Bus,12:45,16:15,600
8CFCAE,12CDB8,Bus,23:50,02:50,870
8CFCAE,BE6685,Bus,13:20,16:45,780
8CFCAE,587721,Bus,16:10,20:05,120
8CFCAE,986F78,Bus,14:05,15:40,190
8CFCAE,CACE5F,Bus,11:05,14:00,100
8CFCAE,C44F97,Bus,23:05,00:15,510
8CFCAE,D74FF4,Bus,14:00,16:40,710
8CFCAE,4D9A9D,Bus,23:25,02:05,360
587721,7B1858,Bus,10:10,10:55,220
587721,B2A921,Bus,12:20,14:55,590
587721,E696ED,Bus,00:20,04:25,450
587721,CAEF66,Bus,08:40,09:50,590
587721,6ABE48,Bus,20:25,23:40,240
587721,C84090,Bus,13:55,17:50,670
587721,E47BC1,Bus,19:30,22:50,260
587721,3405F8,Bus,23:35,01:40,120
587721,12CDB8,Bus,10:45,14:25,930
587721,BE6685,Bus,07:10,10:00,360
587721,70FDC8,Bus,23:55,00:45,60
587721,8CFCAE,Bus,21:55,00:05,250
587721,986F78,Bus,06:25,10:05,260
587721,CACE5F,Bus,02:00,03:15,930
587721,A2E393,Bus,09:05,10:10,450
587721,D74FF4,Bus,13:25,16:40,60
986F78,2A4593,Bus,21:15,23:45,530
986F78,7B1858,Bus,21:45,22:40,720
986F78,B2A921,Bus,17:20,19:50,120
986F78,E696ED,Bus,04:30,08:30,150
986F78,6ABE48,Bus,12:55,14:20,370
986F78,E47BC1,Bus,01:35,02:00,810
986F78,3405F8,Bus,20:45,22:10,430
986F78,BE6685,Bus,14:55,15:55,550
986F78,70FDC8,Bus,06:30,07:35,730
986F78,587721,Bus,19:40,22:15,670
986F78,CACE5F,Bus,09:25,13:00,520
986F78,A2E393,Bus,09:55,10:50,730
986F78,4D9A9D,Bus,22:15,00:35,60
CACE5F,7B1858,Bus,20:30,21:25,500
CACE5F,B2A921,Bus,13:00,15:00,100
CACE5F,CAEF66,Bus,08:10,10:45,860
CACE5F,6ABE48,Bus,16:15,17:30,620
CACE5F,E47BC1,Bus,12:20,15:30,890
CACE5F,3405F8,Bus,17:50,21:00,900
CACE5F,70FDC8,Bus,17:15,20:45,280
CACE5F,8CFCAE,Bus,16:45,19:20,370
CACE5F,986F78,Bus,06:55,10:50,290
CACE5F,C44F97,Bus,00:20,01:45,390
CACE5F,D74FF4,Bus,05:50,06:15,710
CACE5F,4D9A9D,Bus,21:35,01:05,840
A2E393,2A4593,Bus,23:25,00:15,360
A2E393,7B1858,Bus,01:30,05:05,550
A2E393,B2A921,Bus,19:20,23:25,330
A2E393,E696ED,Bus,07:55,10:10,840
A2E393,6ABE48,Bus,10:30,13:55,260
A2E393,C84090,Bus,11:40,12:50,880
A2E393,3405F8,Bus,21:40,22:45,640
A2E393,12CDB8,Bus,18:45,21:45,990
A2E393,70FDC8,Bus,19:00,20:50,400
A2E393,587721,Bus,00:20,04:10,230
A2E393,986F78,Bus,13:10,14:20,100
A2E393,CACE5F,Bus,13:55,17:30,450
A2E393,C44F97,Bus,00:40,01:20,710
A2E393,D74FF4,Bus,03:45,04:40,170
A2E393,4D9A9D,Bus,05:25,07:35,910
C44F97,7B1858,Bus,05:55,06:30,590
C44F97,B2A921,Bus,16:25,19:05,360
C44F97,CAEF66,Bus,00:25,01:10,570
C44F97,6ABE48,Bus,22:50,02:15,690
C44F97,C84090,Bus,12:30,13:30,970
C44F97,E47BC1,Bus,10:45,12:50,140
C44F97,3405F8,Bus,21:25,23:40,300
C44F97,12CDB8,Bus,05:35,06:55,400
C44F97,587721,Bus,09:40,13:00,970
C44F97,986F78,Bus,07:10,08:45,630
C44F97,CACE5F,Bus,04:40,08:00,410
C44F97,A2E393,Bus,22:00,01:10,290
C44F97,4D9A9D,Bus,09:40,12:40,260
D74FF4,2A4593,Bus,08:15,09:35,600
D74FF4,7B1858,Bus,08:15,12:00,710
D74FF4,B2A921,Bus,16:15,18:30,300
D74FF4,E47BC1,Bus,01:20,04:25,840
D74FF4,12CDB8,Bus,13:15,14:45,720
D74FF4,BE6685,Bus,05:55,07:15,960
D74FF4,986F78,Bus,00:30,04:25,780
D74FF4,CACE5F,Bus,23:50,00:25,470
D74FF4,A2E393,Bus,15:55,19:10,380
D74FF4,C44F97,Bus,15:45,16:25,590
D74FF4,4D9A9D,Bus,07:45,08:30,500
4D9A9D,2A4593,Bus,01:10,04:10,480
4D9A9D,E696ED,Bus,08:35,11:50,230
4D9A9D,C84090,Bus,22:20,00:45,280
4D9A9D,E47BC1,Bus,14:10,16:40,750
4D9A9D,3405F8,Bus,16:00,17:40,570
4D9A9D,12CDB8,Bus,15:15,18:40,310
4D9A9D,BE6685,Bus,09:25,12:10,710
4D9A9D,8CFCAE,Bus,16:25,17:25,590
4D9A9D,587721,Bus,09:55,11:25,740
4D9A9D,CACE5F,Bus,17:30,19:30,910
4D9A9D,C44F97,Bus,05:05,05:40,150
4D9A9D,D74FF4,Bus,05:00,07:40,710
